ro_id,open_date,close_date,vehicle_year,vehicle_make,vehicle_model,engine_type,mileage_range,complaint_text,technician_notes,diagnostic_summary,repair_actions,labor_hours,labor_rate,labor_cost,parts_cost,total_cost,warranty_flag,comebacks_flag,repair_category,advisor_notes,internal_comments
RO-0042,2024-02-12,2024-02-15,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"charge light on, low output","Complaint: charge light on, low output on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked alternator output under load; findings indicate battery light on; low charging voltage. Repair: replaced alternator. Outcome: charging voltage within spec.",checked alternator output under load,replaced alternator,2.0,275.00,550.00,564.00,1114.00,false,false,electrical,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0043,2024-02-13,2024-02-17,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,front end rattle on rough road,Complaint: front end rattle on rough road on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked strut mounts and links; findings indicate front rattle on small bumps. Repair: tightened and replaced worn links. Outcome: rattle no longer present.,checked strut mounts and links,tightened and replaced worn links,4.0,275.00,1100.00,574.00,1674.00,false,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0044,2024-02-14,2024-02-18,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,rattle from front end over small bumps,Complaint: rattle from front end over small bumps on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified loose front link; findings indicate front rattle on small bumps. Repair: tightened and replaced worn links. Outcome: noise resolved.,verified loose front link,tightened and replaced worn links,2.6,275.00,715.00,496.00,1211.00,false,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0045,2024-02-15,2024-02-20,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,front end rattle on rough road,Complaint: front end rattle on rough road on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected sway bar links and mounts; findings indicate front rattle on small bumps. Repair: replaced front sway links. Outcome: noise resolved.,inspected sway bar links and mounts,replaced front sway links,3.8,275.00,1045.00,492.00,1537.00,false,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0046,2024-02-16,2024-02-22,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clunk on small bumps,Complaint: clunk on small bumps on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked strut mounts and links; findings indicate front rattle on small bumps. Repair: replaced front sway links. Outcome: noise resolved.,checked strut mounts and links,replaced front sway links,3.0,275.00,825.00,458.00,1283.00,false,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0047,2024-02-17,2024-02-23,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clunk on small bumps,Complaint: clunk on small bumps on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected sway bar links and mounts; findings indicate front rattle on small bumps. Repair: tightened and replaced worn links. Outcome: front end quiet.,inspected sway bar links and mounts,tightened and replaced worn links,4.0,275.00,1100.00,313.00,1413.00,false,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0048,2024-02-18,2024-02-24,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,front end rattle on rough road,Complaint: front end rattle on rough road on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected sway bar links and mounts; findings indicate front rattle on small bumps. Repair: tightened and replaced worn links. Outcome: noise resolved.,inspected sway bar links and mounts,tightened and replaced worn links,2.1,275.00,577.50,441.00,1018.50,true,false,suspension,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0049,2024-02-19,2024-02-20,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"idle rough, trims high","Complaint: idle rough, trims high on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified intake leak; findings indicate rough idle with high trims. Repair: sealed intake leak. Outcome: fuel trims normal.",verified intake leak,sealed intake leak,3.6,275.00,990.00,896.00,1886.00,false,true,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0050,2024-02-20,2024-02-23,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,rough idle with high fuel trims,Complaint: rough idle with high fuel trims on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: smoke test intake system; findings indicate rough idle with high trims. Repair: sealed intake leak. Outcome: fuel trims normal.,smoke test intake system,sealed intake leak,3.9,275.00,1072.50,452.00,1524.50,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0051,2024-02-21,2024-02-25,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,rough idle with high fuel trims,Complaint: rough idle with high fuel trims on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked for unmetered air; findings indicate rough idle with high trims. Repair: sealed intake leak. Outcome: idle smooth and trims normal.,checked for unmetered air,sealed intake leak,3.4,275.00,935.00,405.00,1340.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0052,2024-02-22,2024-02-25,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,rough idle with high fuel trims,Complaint: rough idle with high fuel trims on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: smoke test intake system; findings indicate rough idle with high trims. Repair: replaced intake gasket. Outcome: idle smooth and trims normal.,smoke test intake system,replaced intake gasket,2.3,275.00,632.50,277.00,909.50,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0053,2024-02-23,2024-02-27,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"rough idle, improves off idle","Complaint: rough idle, improves off idle on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: smoke test intake system; findings indicate rough idle with high trims. Repair: sealed intake leak. Outcome: fuel trims normal.",smoke test intake system,sealed intake leak,2.7,275.00,742.50,786.00,1528.50,true,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0054,2024-02-24,2024-03-01,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,rough idle with high fuel trims,Complaint: rough idle with high fuel trims on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked for unmetered air; findings indicate rough idle with high trims. Repair: replaced intake seals. Outcome: fuel trims normal.,checked for unmetered air,replaced intake seals,3.0,275.00,825.00,650.00,1475.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0055,2024-02-25,2024-02-27,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,grind noise on light brake apply,Complaint: grind noise on light brake apply on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected pad hardware and caliper bracket; findings indicate grinding noise at low-speed braking. Repair: lubricated pad contact points. Outcome: brake noise gone.,inspected pad hardware and caliper bracket,lubricated pad contact points,1.1,275.00,302.50,141.00,443.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0056,2024-02-26,2024-02-29,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,grind noise on light brake apply,Complaint: grind noise on light brake apply on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected pad hardware and caliper bracket; findings indicate grinding noise at low-speed braking. Repair: re-seated pad hardware. Outcome: no grind on test.,inspected pad hardware and caliper bracket,re-seated pad hardware,0.9,275.00,247.50,87.00,334.50,true,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0057,2024-02-27,2024-02-28,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,grinding noise when braking at low speed,Complaint: grinding noise when braking at low speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected pad clips and shims; findings indicate grinding noise at low-speed braking. Repair: re-seated pad hardware. Outcome: grinding noise resolved.,inspected pad clips and shims,re-seated pad hardware,1.4,275.00,385.00,30.00,415.00,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0058,2024-02-28,2024-03-02,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,low speed brake grind,Complaint: low speed brake grind on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected pad hardware and caliper bracket; findings indicate grinding noise at low-speed braking. Repair: re-seated pad hardware. Outcome: no grind on test.,inspected pad hardware and caliper bracket,re-seated pad hardware,1.1,275.00,302.50,138.00,440.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0059,2024-02-29,2024-03-05,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,low speed brake grind,Complaint: low speed brake grind on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected pad hardware and caliper bracket; findings indicate grinding noise at low-speed braking. Repair: reinstalled pad hardware and lubricated contact points. Outcome: brake noise gone.,inspected pad hardware and caliper bracket,reinstalled pad hardware and lubricated contact points,0.5,275.00,137.50,68.00,205.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0060,2024-03-01,2024-03-04,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,grinding noise when braking at low speed,Complaint: grinding noise when braking at low speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked pad hardware fit; findings indicate grinding noise at low-speed braking. Repair: lubricated pad contact points. Outcome: grinding noise resolved.,checked pad hardware fit,lubricated pad contact points,0.9,275.00,247.50,82.00,329.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0061,2024-03-02,2024-03-06,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,wind whistle at speed,Complaint: wind whistle at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected door seal seating; findings indicate wind noise at highway speed. Repair: aligned door and replaced seal. Outcome: wind noise resolved.,inspected door seal seating,aligned door and replaced seal,0.5,275.00,137.50,50.00,187.50,false,false,body,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0062,2024-03-03,2024-03-09,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,wind noise from door area,Complaint: wind noise from door area on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified trim fitment; findings indicate wind noise at highway speed. Repair: aligned door and replaced seal. Outcome: noise not present on road test.,verified trim fitment,aligned door and replaced seal,1.2,275.00,330.00,137.00,467.00,false,false,body,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0063,2024-03-04,2024-03-10,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,wind noise from door area,Complaint: wind noise from door area on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified trim fitment; findings indicate wind noise at highway speed. Repair: adjusted door alignment and reseated trim. Outcome: wind noise reduced.,verified trim fitment,adjusted door alignment and reseated trim,0.9,275.00,247.50,119.00,366.50,false,false,body,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0064,2024-03-05,2024-03-08,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,wind whistle at speed,Complaint: wind whistle at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified trim fitment; findings indicate wind noise at highway speed. Repair: adjusted door alignment and reseated trim. Outcome: noise not present on road test.,verified trim fitment,adjusted door alignment and reseated trim,1.0,275.00,275.00,34.00,309.00,false,false,body,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0065,2024-03-06,2024-03-08,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,wind noise at highway speed,Complaint: wind noise at highway speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked door alignment and mirror trim; findings indicate wind noise at highway speed. Repair: repositioned mirror trim. Outcome: wind noise resolved.,checked door alignment and mirror trim,repositioned mirror trim,0.9,275.00,247.50,147.00,394.50,false,false,body,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0066,2024-03-07,2024-03-09,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"misfire on acceleration, idle ok","Complaint: misfire on acceleration, idle ok on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked fuel delivery under load; findings indicate misfire under load only. Repair: replaced weak coil. Outcome: misfire not present under load.",checked fuel delivery under load,replaced weak coil,4.0,275.00,1100.00,608.00,1708.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0067,2024-03-08,2024-03-09,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,intermittent misfire under load only,Complaint: intermittent misfire under load only on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked fuel delivery under load; findings indicate misfire under load only. Repair: replaced ignition coil and verified. Outcome: no misfire on test.,checked fuel delivery under load,replaced ignition coil and verified,2.8,275.00,770.00,409.00,1179.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0068,2024-03-09,2024-03-12,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"misfire on acceleration, idle ok","Complaint: misfire on acceleration, idle ok on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: load test ignition and fuel delivery; findings indicate misfire under load only. Repair: replaced ignition coil and verified. Outcome: acceleration smooth.",load test ignition and fuel delivery,replaced ignition coil and verified,2.0,275.00,550.00,583.00,1133.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0069,2024-03-10,2024-03-13,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"misfire on acceleration, idle ok","Complaint: misfire on acceleration, idle ok on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked fuel delivery under load; findings indicate misfire under load only. Repair: replaced weak coil. Outcome: acceleration smooth.",checked fuel delivery under load,replaced weak coil,2.8,275.00,770.00,202.00,972.00,false,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0070,2024-03-11,2024-03-15,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"misfire on acceleration, idle ok","Complaint: misfire on acceleration, idle ok on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified coil output under load; findings indicate misfire under load only. Repair: replaced coil and cleared codes. Outcome: misfire not present under load.",verified coil output under load,replaced coil and cleared codes,3.1,275.00,852.50,419.00,1271.50,true,false,engine,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0071,2024-03-12,2024-03-14,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,brake vibration from highway speeds,Complaint: brake vibration from highway speeds on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified front rotor runout; findings indicate steering shake when braking. Repair: installed new rotors and pads. Outcome: vibration gone.,verified front rotor runout,installed new rotors and pads,2.1,275.00,577.50,792.00,1369.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0072,2024-03-13,2024-03-20,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,steering wheel shakes during braking from speed,Complaint: steering wheel shakes during braking from speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked rotor thickness variation; findings indicate steering shake when braking. Repair: replaced front brake rotors and pads. Outcome: smooth braking restored.,checked rotor thickness variation,replaced front brake rotors and pads,2.1,275.00,577.50,861.00,1438.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0073,2024-03-14,2024-03-15,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,steering wheel shakes during braking from speed,Complaint: steering wheel shakes during braking from speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: measured rotor runout; findings indicate steering shake when braking. Repair: installed new rotors and pads. Outcome: vibration gone.,measured rotor runout,installed new rotors and pads,3.7,275.00,1017.50,899.00,1916.50,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0074,2024-03-15,2024-03-16,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,brake vibration from highway speeds,Complaint: brake vibration from highway speeds on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified front rotor runout; findings indicate steering shake when braking. Repair: installed new rotors and pads. Outcome: brake shake resolved.,verified front rotor runout,installed new rotors and pads,3.7,275.00,1017.50,249.00,1266.50,false,true,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0075,2024-03-16,2024-03-17,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,steering shake on brake apply,Complaint: steering shake on brake apply on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: measured rotor runout; findings indicate steering shake when braking. Repair: replaced front brake rotors and pads. Outcome: smooth braking restored.,measured rotor runout,replaced front brake rotors and pads,2.2,275.00,605.00,510.00,1115.00,false,false,brakes,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0076,2024-03-17,2024-03-22,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"fan works, no air out vents","Complaint: fan works, no air out vents on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified door stuck; findings indicate blower runs but no airflow. Repair: freed blend door and recalibrated actuator. Outcome: airflow normal.",verified door stuck,freed blend door and recalibrated actuator,3.3,275.00,907.50,615.00,1522.50,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0077,2024-03-18,2024-03-24,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"fan works, no air out vents","Complaint: fan works, no air out vents on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked mode door movement; findings indicate blower runs but no airflow. Repair: recalibrated HVAC actuator. Outcome: airflow restored.",checked mode door movement,recalibrated HVAC actuator,2.6,275.00,715.00,384.00,1099.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0078,2024-03-19,2024-03-21,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,blower runs but little to no airflow from vents,Complaint: blower runs but little to no airflow from vents on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked mode door movement; findings indicate blower runs but no airflow. Repair: freed blend door and recalibrated actuator. Outcome: airflow normal.,checked mode door movement,freed blend door and recalibrated actuator,3.9,275.00,1072.50,266.00,1338.50,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0079,2024-03-20,2024-03-21,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"blower on, airflow blocked","Complaint: blower on, airflow blocked on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked mode door movement; findings indicate blower runs but no airflow. Repair: freed blend door and recalibrated actuator. Outcome: airflow normal.",checked mode door movement,freed blend door and recalibrated actuator,4.0,275.00,1100.00,890.00,1990.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0080,2024-03-21,2024-03-28,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"blower on, airflow blocked","Complaint: blower on, airflow blocked on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified door stuck; findings indicate blower runs but no airflow. Repair: recalibrated HVAC actuator. Outcome: airflow restored.",verified door stuck,recalibrated HVAC actuator,2.3,275.00,632.50,313.00,945.50,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0081,2024-03-22,2024-03-29,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,coolant smell in cabin with window fogging,Complaint: coolant smell in cabin with window fogging on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked for heater core seepage; findings indicate coolant smell in cabin with fogging. Repair: replaced heater core and cleaned HVAC box. Outcome: no coolant odor or fogging.,checked for heater core seepage,replaced heater core and cleaned HVAC box,8.9,275.00,2447.50,1113.00,3560.50,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0082,2024-03-23,2024-03-27,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,coolant smell in cabin with window fogging,Complaint: coolant smell in cabin with window fogging on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked for heater core seepage; findings indicate coolant smell in cabin with fogging. Repair: replaced heater core. Outcome: odor resolved.,checked for heater core seepage,replaced heater core,6.0,275.00,1650.00,2272.00,3922.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0083,2024-03-24,2024-03-27,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,coolant smell in cabin with window fogging,Complaint: coolant smell in cabin with window fogging on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified coolant leak inside HVAC; findings indicate coolant smell in cabin with fogging. Repair: replaced heater core. Outcome: no coolant odor or fogging.,verified coolant leak inside HVAC,replaced heater core,9.1,275.00,2502.50,1251.00,3753.50,true,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
